opt, p1, p2, p3, p4
1, 0.660118, 0.0800001, 0.827441, 0.536925
2, 0.660006, 0.0800015, 0.825775, 0.0377216
3, 0.660136, 0.0800372, 0.326423, 0.536134
4, 0.659979, 0.079997, 0.329835, 0.0355055
