opt, p1, p2, p3, p4
1, 0.119996, 0.860084, 0.552019, 0.920867
2, 0.12009, 0.859572, 0.552031, 0.422664
3, 0.119999, 0.859988, 0.0525518, 0.919879
4, 0.119996, 0.859961, 0.0525917, 0.413114
