opt, p1, p2, p3, p4
1, 0.100001, 1, 0.551327, 0.989923
2, 0.100029, 1, 0.542247, 0.491662
3, 0.1, 1, 0.039884, 0.989891
4, 0.0999933, 1, 0.0421921, 0.482864
