opt, p1, p2, p3, p4
1, 0.780017, 0.939983, 0.883929, 0.963802
2, 0.780082, 0.940059, 0.885867, 0.466538
3, 0.780002, 0.939953, 0.369073, 0.961864
4, 0.780333, 0.940539, 0.386472, 0.459857
