opt, p1, p2, p3, p4
1, 0.620064, 0.819955, 0.804599, 0.904195
2, 0.619954, 0.820188, 0.805794, 0.40278
3, 0.620084, 0.819987, 0.303053, 0.902624
4, 0.619657, 0.820233, 0.304956, 0.400943
