opt, p1, p2, p3, p4
1, 0.820003, 1, 0.904812, 0.993581
2, 0.820103, 1, 0.906276, 0.49565
3, 0.82, 1, 0.37563, 0.9914
4, 0.820264, 1, 0.405927, 0.490471
