opt, p1, p2, p3, p4
1, 0.519704, 0.100045, 0.756492, 0.547293
2, 0.520014, 0.100004, 0.755394, 0.0462679
3, 0.519696, 0.100047, 0.255678, 0.546217
4, 0.520014, 0.100004, 0.258261, 0.0447088
