opt, p1, p2, p3, p4
1, 0.899997, 0.760008, 0.944725, 0.8767
2, 0.899935, 0.759932, 0.946717, 0.380141
3, 0.900204, 0.759824, 0.438596, 0.872647
4, 0.899437, 0.760479, 0.447558, 0.371114
