opt, p1, p2, p3, p4
1, 0.259826, 0.160078, 0.625583, 0.574558
2, 0.260009, 0.160009, 0.622166, 0.0751296
3, 0.259949, 0.159973, 0.125505, 0.575199
4, 0.260006, 0.16, 0.12502, 0.0747976
