opt, p1, p2, p3, p4
1, 0.859989, 0.920004, 0.925726, 0.95351
2, 0.860065, 0.919938, 0.926498, 0.462923
3, 0.859969, 0.919948, 0.416306, 0.951697
4, 0.859567, 0.920976, 0.42563, 0.451643
