opt, p1, p2, p3, p4
1, 0.860037, 0.180019, 0.928033, 0.588103
2, 0.859993, 0.179995, 0.928514, 0.0867309
3, 0.859585, 0.179938, 0.427073, 0.58596
4, 0.860096, 0.180002, 0.433574, 0.085962
