opt, p1, p2, p3, p4
1, 1, 0.600001, 0.996934, 0.594355
2, 1, 0.600001, 0.996954, 0.611678
3, 1, 0.599763, 0.494794, 0.793552
4, 1, 0.59985, 0.500522, 0.292676
