opt, p1, p2, p3, p4
1, 0.0200105, 0.320168, 0.502605, 0.652509
2, 0.019999, 0.319984, 0.503946, 0.151628
3, 0.02, 0.32, 0.00293009, 0.654258
4, 0.02, 0.32, 0.00374268, 0.142582
