opt, p1, p2, p3, p4
1, 0.879971, 0.760008, 0.934879, 0.874784
2, 0.879913, 0.759906, 0.937001, 0.378714
3, 0.880056, 0.759825, 0.430955, 0.87316
4, 0.879747, 0.760446, 0.43716, 0.371763
