opt, p1, p2, p3, p4
1, 0.719992, 0.979993, 0.855869, 0.982728
2, 0.720057, 0.980323, 0.855425, 0.484843
3, 0.719979, 0.979985, 0.333194, 0.981717
4, 0.719784, 0.980317, 0.355354, 0.480196
