opt, p1, p2, p3, p4
1, 0.560037, 0.899953, 0.771226, 0.94297
2, 0.560008, 0.900111, 0.775546, 0.446658
3, 0.560041, 0.899944, 0.271539, 0.942204
4, 0.560103, 0.899817, 0.275387, 0.439923
