opt, p1, p2, p3, p4
1, 1, 0.519999, 0.997438, 0.614032
2, 1, 0.519999, 0.997344, 0.577462
3, 1, 0.519689, 0.497734, 0.755157
4, 1, 0.519682, 0.50014, 0.253917
