opt, p1, p2, p3, p4
1, 1, 0.859999, 0.996379, 0.637658
2, 1, 0.860001, 0.995929, 0.663658
3, 1, 0.860105, 0.49149, 0.92194
4, 1, 0.859551, 0.497556, 0.422083
