opt, p1, p2, p3, p4
1, 0.440084, 0.559842, 0.713161, 0.772546
2, 0.440145, 0.559861, 0.715514, 0.272887
3, 0.439966, 0.559934, 0.21321, 0.771337
4, 0.440047, 0.559871, 0.215548, 0.273194
