opt, p1, p2, p3, p4
1, 0.519996, 1, 0.747061, 0.992131
2, 0.51969, 1, 0.753495, 0.494174
3, 0.519996, 1, 0.24185, 0.990605
4, 0.519685, 1, 0.254287, 0.489227
