opt, p1, p2, p3, p4
1, 0.32007, 0.419933, 0.655419, 0.704191
2, 0.319957, 0.419939, 0.654834, 0.204196
3, 0.319963, 0.419948, 0.154634, 0.701422
4, 0.320022, 0.41996, 0.154913, 0.204584
