opt, p1, p2, p3, p4
1, 0.699977, 0.899982, 0.844738, 0.945769
2, 0.700009, 0.900237, 0.846687, 0.444979
3, 0.700018, 0.899937, 0.342783, 0.945328
4, 0.699566, 0.899518, 0.346495, 0.443098
