opt, p1, p2, p3, p4
1, 0.799874, 0.179993, 0.897752, 0.589067
2, 0.800028, 0.179994, 0.897019, 0.0880244
3, 0.800496, 0.179956, 0.395628, 0.588362
4, 0.799891, 0.180009, 0.402541, 0.086034
