opt, p1, p2, p3, p4
1, 0.600057, 0.779916, 0.790927, 0.88265
2, 0.599809, 0.779826, 0.795038, 0.386238
3, 0.600069, 0.77999, 0.294437, 0.881273
4, 0.599748, 0.779805, 0.296831, 0.382285
