opt, p1, p2, p3, p4
1, 0.439967, 0.919961, 0.712315, 0.952207
2, 0.439984, 0.920532, 0.715223, 0.453647
3, 0.439975, 0.919973, 0.210704, 0.951327
4, 0.440163, 0.920078, 0.215177, 0.447977
