opt, p1, p2, p3, p4
1, 0.559998, 1, 0.763928, 0.992084
2, 0.560063, 1, 0.774716, 0.492841
3, 0.559998, 1, 0.257743, 0.991006
4, 0.560147, 1, 0.275237, 0.489507
