opt, p1, p2, p3, p4
1, 0.379949, 0.859969, 0.679169, 0.92162
2, 0.38008, 0.859654, 0.684962, 0.421462
3, 0.379994, 0.860011, 0.18213, 0.920913
4, 0.379904, 0.859853, 0.184549, 0.420477
