opt, p1, p2, p3, p4
1, 1, 0.26, 0.9982, 0.545485
2, 1, 0.26, 0.998211, 0.54021
3, 1, 0.259817, 0.497693, 0.625644
4, 1, 0.259919, 0.500631, 0.125495
