opt, p1, p2, p3, p4
1, 0.719941, 0.319954, 0.856694, 0.657912
2, 0.720062, 0.320002, 0.856547, 0.156668
3, 0.720187, 0.32011, 0.355717, 0.65445
4, 0.719915, 0.319938, 0.357367, 0.154208
