opt, p1, p2, p3, p4
1, 0.420004, 1, 0.703196, 0.991701
2, 0.41993, 1, 0.704573, 0.493815
3, 0.420002, 1, 0.19547, 0.99054
4, 0.419934, 1, 0.203905, 0.489884
