opt, p1, p2, p3, p4
1, 0.160003, 1, 0.57589, 0.990187
2, 0.160097, 1, 0.572026, 0.491626
3, 0.16, 1, 0.0707789, 0.990002
4, 0.160002, 1, 0.0729996, 0.484619
