opt, p1, p2, p3, p4
1, 0.180067, 0.519717, 0.58133, 0.752952
2, 0.180068, 0.519715, 0.583864, 0.253352
3, 0.180013, 0.520017, 0.0825681, 0.751336
4, 0.180013, 0.520017, 0.0846826, 0.25046
