opt, p1, p2, p3, p4
1, 0.919999, 1, 0.955153, 0.993831
2, 0.919947, 1, 0.956368, 0.512688
3, 0.920007, 1, 0.41915, 0.991579
4, 0.921103, 1, 0.456672, 0.491996
