opt, p1, p2, p3, p4
1, 1, 0.22, 0.998412, 0.532381
2, 1, 0.22, 0.998292, 0.512894
3, 1, 0.219952, 0.495728, 0.60559
4, 1, 0.220003, 0.500959, 0.105197
