opt, p1, p2, p3, p4
1, 0.240064, 0.700102, 0.612651, 0.841843
2, 0.240156, 0.699625, 0.613629, 0.342665
3, 0.239992, 0.700008, 0.111443, 0.841639
4, 0.239991, 0.700109, 0.114102, 0.342711
