opt, p1, p2, p3, p4
1, 0.5, 0.419938, 0.744685, 0.705158
2, 0.5, 0.419945, 0.745808, 0.204035
3, 0.5, 0.419938, 0.242921, 0.703801
4, 0.5, 0.419946, 0.248001, 0.204228
