opt, p1, p2, p3, p4
1, 0.819983, 0.379938, 0.906232, 0.688613
2, 0.819965, 0.379976, 0.906944, 0.185667
3, 0.820237, 0.380049, 0.405146, 0.683739
4, 0.820183, 0.379905, 0.408075, 0.183578
