opt, p1, p2, p3, p4
1, 0.660106, 0.319929, 0.826804, 0.655888
2, 0.660046, 0.320014, 0.825513, 0.155625
3, 0.660129, 0.320091, 0.325466, 0.654082
4, 0.660095, 0.319952, 0.327103, 0.155573
