opt, p1, p2, p3, p4
1, 0.780026, 0.319987, 0.887252, 0.654598
2, 0.779965, 0.319984, 0.887933, 0.156429
3, 0.780024, 0.320126, 0.386712, 0.65519
4, 0.779991, 0.31993, 0.389409, 0.154528
