opt, p1, p2, p3, p4
1, 0.819924, 0.479983, 0.906221, 0.735308
2, 0.819936, 0.479983, 0.908006, 0.239172
3, 0.820223, 0.480277, 0.404581, 0.734155
4, 0.82021, 0.480249, 0.40817, 0.235475
