opt, p1, p2, p3, p4
1, 0.620082, 0.72009, 0.805067, 0.853679
2, 0.620065, 0.720047, 0.805217, 0.35535
3, 0.620095, 0.71996, 0.303335, 0.853346
4, 0.61973, 0.720285, 0.306553, 0.350582
