opt, p1, p2, p3, p4
1, 0.619997, 1, 0.796854, 0.9924
2, 0.619802, 1, 0.804599, 0.494442
3, 0.619996, 1, 0.282343, 0.991201
4, 0.619794, 1, 0.304607, 0.489421
