opt, p1, p2, p3, p4
1, 0.540001, 1, 0.765336, 0.991926
2, 0.5397, 1, 0.764991, 0.493496
3, 0.540003, 1, 0.255026, 0.990924
4, 0.539631, 1, 0.264145, 0.488769
