opt, p1, p2, p3, p4
1, 0.440099, 0.259856, 0.715434, 0.626815
2, 0.439951, 0.260009, 0.714001, 0.125487
3, 0.440156, 0.259883, 0.215285, 0.626093
4, 0.439955, 0.260009, 0.215056, 0.124257
