opt, p1, p2, p3, p4
1, 0.620084, 0.700086, 0.803848, 0.84473
2, 0.62009, 0.700022, 0.804924, 0.346509
3, 0.620096, 0.700125, 0.304028, 0.841398
4, 0.61975, 0.699734, 0.307852, 0.341481
