opt, p1, p2, p3, p4
1, 0.259981, 0.780057, 0.621939, 0.882017
2, 0.259833, 0.780108, 0.623799, 0.382426
3, 0.260008, 0.78, 0.12252, 0.881294
4, 0.259968, 0.78007, 0.122987, 0.381406
