opt, p1, p2, p3, p4
1, 0.800001, 0.939985, 0.896127, 0.963538
2, 0.799865, 0.940115, 0.896332, 0.467535
3, 0.8, 0.939952, 0.387673, 0.961596
4, 0.800524, 0.940469, 0.397159, 0.461084
