opt, p1, p2, p3, p4
1, 0.440052, 0.599874, 0.715523, 0.792608
2, 0.440161, 0.599798, 0.713612, 0.294698
3, 0.439949, 0.599964, 0.214321, 0.793255
4, 0.440075, 0.599858, 0.214786, 0.291245
