opt, p1, p2, p3, p4
1, 0.540031, 0.779923, 0.763124, 0.882469
2, 0.539884, 0.77976, 0.764776, 0.386415
3, 0.540032, 0.779964, 0.25971, 0.882099
4, 0.539791, 0.779708, 0.265519, 0.381616
