opt, p1, p2, p3, p4
1, 0.939955, 0.260007, 0.968171, 0.6305
2, 0.939982, 0.260002, 0.96816, 0.127962
3, 0.940605, 0.259821, 0.467257, 0.625442
4, 0.939995, 0.259928, 0.473778, 0.124577
