opt, p1, p2, p3, p4
1, 0.480004, 1, 0.72708, 0.991663
2, 0.48031, 1, 0.733931, 0.493849
3, 0.480003, 1, 0.222952, 0.990294
4, 0.480288, 1, 0.234219, 0.488665
