opt, p1, p2, p3, p4
1, 0.279999, 1, 0.635316, 0.990974
2, 0.279941, 1, 0.632866, 0.491476
3, 0.279999, 1, 0.130071, 0.990041
4, 0.27992, 1, 0.134031, 0.486949
