opt, p1, p2, p3, p4
1, 0.939966, 0.619996, 0.966105, 0.805214
2, 0.939958, 0.620015, 0.967669, 0.308979
3, 0.939893, 0.619836, 0.466262, 0.803339
4, 0.940435, 0.619724, 0.468777, 0.303308
