opt, p1, p2, p3, p4
1, 0.339932, 0.620096, 0.662244, 0.802738
2, 0.339902, 0.61977, 0.663622, 0.302591
3, 0.340023, 0.620086, 0.161291, 0.801568
4, 0.339961, 0.620097, 0.16487, 0.300509
