opt, p1, p2, p3, p4
1, 0.519741, 0.25987, 0.75653, 0.623775
2, 0.520018, 0.260009, 0.759438, 0.124414
3, 0.519731, 0.259866, 0.255819, 0.624985
4, 0.520018, 0.260009, 0.256475, 0.123962
