opt, p1, p2, p3, p4
1, 0.640004, 1, 0.809049, 0.992768
2, 0.640079, 1, 0.814635, 0.492971
3, 0.640009, 1, 0.290795, 0.990964
4, 0.640302, 1, 0.314579, 0.490747
