opt, p1, p2, p3, p4
1, 0.0599992, 1, 0.517581, 0.989884
2, 0.0600475, 1, 0.522067, 0.49017
3, 0.06, 1, 0.02061, 0.988571
4, 0.0599983, 1, 0.0221363, 0.47868
