opt, p1, p2, p3, p4
1, 0.580063, 0.480108, 0.785182, 0.733504
2, 0.580061, 0.480052, 0.786752, 0.234958
3, 0.580067, 0.480194, 0.285755, 0.734793
4, 0.580065, 0.480159, 0.286285, 0.233667
