opt, p1, p2, p3, p4
1, 0.619915, 0.160004, 0.807169, 0.577238
2, 0.620051, 0.159989, 0.807035, 0.0774637
3, 0.61963, 0.16006, 0.306492, 0.577074
4, 0.620074, 0.160002, 0.306823, 0.0753606
