opt, p1, p2, p3, p4
1, 1, 0.540001, 0.997295, 0.58527
2, 1, 0.540001, 0.997232, 0.585979
3, 1, 0.539691, 0.496831, 0.763259
4, 1, 0.539625, 0.499076, 0.264832
