opt, p1, p2, p3, p4
1, 0.559933, 0.58006, 0.775046, 0.78475
2, 0.559845, 0.580065, 0.776974, 0.285373
3, 0.559866, 0.580064, 0.273943, 0.783403
4, 0.559858, 0.580067, 0.277645, 0.282741
