opt, p1, p2, p3, p4
1, 0.67985, 0.120045, 0.83786, 0.557567
2, 0.680005, 0.119997, 0.834542, 0.0570775
3, 0.679766, 0.120083, 0.336954, 0.5542
4, 0.680016, 0.119996, 0.341203, 0.056083
