opt, p1, p2, p3, p4
1, 1, 0.38, 0.997765, 0.550508
2, 1, 0.38, 0.997648, 0.588145
3, 1, 0.380196, 0.496835, 0.684149
4, 1, 0.3799, 0.501532, 0.185305
