opt, p1, p2, p3, p4
1, 0.919955, 0.239992, 0.957556, 0.621764
2, 0.920016, 0.239997, 0.959257, 0.11783
3, 0.920888, 0.240175, 0.456962, 0.615116
4, 0.919932, 0.240038, 0.462536, 0.115595
